NRA,NOMBRE,SCIAN,DESC_SCIAN,SECTOR,SUBSECTOR,ACTIVIDAD,PARQ_ IND,COORD_UTMX,COORD_UTMY,LAT_NORTE,lat1,lat2,lat3,lat,LON_OESTE,lon1,lon2,lon3,lon,CALLE,NUM_EXT,NUM_INT,COLONIA,LOCALIDAD,ESTADO,MUNICIPIO,CP
HTO6B0901611,"Companía Hulera Tornel, S.A. de C.V.,Compañía Hulera Tornel, S.A. de C.V.",326211,Fabricación de llantas y cámaras,Automotriz,Produccion de llantas y camaras nuevas,Fabricación de llantas,,479118.9477,2151485.617,"19°27'27""",19,27,27,19.4575,"99°11'56""",99,11,56,-99.19888889,Calle LAGO AULLAGAS,60, ,Colonia TORRE BLANCA,MIGUEL HIDALGO,DISTRITO FEDERAL,Miguel Hidalgo,11280
HTO6B1510911,"Companía Hulera Tornel, S.A. de C.V.,Compañía Hulera Tornel, S.A. de C.V. Planta 4",326211,Fabricación de llantas y cámaras,Automotriz,Produccion de llantas y camaras nuevas,FABRICACIÓN DE LLANTAS Y PRODUCTOS DE HULE,,482056.1632,2169481.041,"19°37'13""",19,37,13,19.62027778,"99°10'16""",99,10,16,-99.17111111,Avenida JOSE LOPEZ PORTILLO,85, ,Colonia SAN FRANCISCO CHILPAN,TULTITLAN DE MARIANO ESCOBEDO,MEXICO,Tultitlan,54940
HYUMC3105011,"HIDROGENADORA YUCATECA S.A. DE C.V.,",311222,Elaboración de aceites y grasas vegetales comestibles,Quimica,Fabricacion de aceites y grasas alimenticias,ELABORACION DE GRASAS Y ACEITES VEGETALES COMESTIBLES,,221177.5411,2317038.198,"20°55'57""",20,55,57,20.9325,"89°40'51""",89,40,51,-89.68083333,Calle 17,409-A ,411,Colonia CD. INDUSTRIAL,MERIDA,YUCATAN,Merida,97288
IAA2105100001,"INDUSTRIAL AZUCARERA ATENCINGO S.A. DE C.V.,",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,ELABORACIÓN DE AZÚCAR ESTÁNDAR ,,541185.3868,2046361.937,"18°30'26""",18,30,26,18.50722222,"98°36'35""",98,36,35,-98.60972222,Avenida MORELOS,59, ,Pueblo ATENCINGO ,ATENCINGO,PUEBLA,Chietla,74585
IACMC1510411,"INDUSTRIAL ACEITERA S.A. DE C.V.,INDUSTRIAL ACEITERA, S.A. DE C.V.",311222,Elaboración de aceites y grasas vegetales comestibles,Quimica,Fabricacion de aceites y grasas alimenticias,PRODUCCIÓN DE GRASAS Y ACEITES VEGETALES,,479848.5664,2162926.947,"19°33'40""",19,33,40,19.56111111,"99°11'31""",99,11,31,-99.19194444,Calle CARR. MEXICO-CUAUTITLAN,KM 20.5 , ,Colonia LOS PARAJES,TLALNEPANTLA,MEXICO,Tlalnepantla de Baz,54000
IAC1C0500211,"INTERMETRO DE ACUÑA S. DE R.L. DE C.V.,",339111,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio",Articulos y productos compuestos de diferentes materiales,"Produccion de equipos y/o articulos, medicos y/o quirurgicos",FABRICACION DE EQUIPO NO ELECTRONICO PARA USO MEDICO DENTAL Y PARA LABORATORIO,,305398.8092,3248469.212,"29°21'1""",29,21,1,29.35027778,"101°0'16""",101,0,16,-101.0044444,Calle ZACATECAS,505, ,Colonia PARQUE INDUSTRIAL LA AMISTAD,CIUDAD ACUÑA,COAHUILA,Acuna,26220
IAE9S0200222,"INTERIORES AEREOS SA DE CV,GULFSTREAM",336410,Fabricación de equipo aeroespacial,Automotriz,Industria aeroespacial,Manufactura y ensamble de partes para avion,,650684.3589,3610092.658,"32°37'5""",32,37,5,32.61805556,"115°23'38""",115,23,38,-115.3938889,Calle BLVD. LAZARO CARDENAS,2385, ,Colonia PLUTARCO ELIAS CALLES,MEXICALI,BAJA CALIFORNIA,Mexicali,21376
IAI0500400004,"ANTOLIN INTERIORS MEXICO, S.A. DE C.V.,",336360,Fabricación de asientos y accesorios interiores para vehículos automotores,Automotriz,Confeccion de asientos y accesorios de tela de uso automotriz,FABRICACIÓN DE TOLDOS E INTERIORES DE PUERTAS AUTOMOTRIZ,,309032.9857,2815606.049,"25°26'42""",25,26,42,25.445,"100°53'56""",100,53,56,-100.8988889,Boulevard VALDEZ SANCHEZ,728, ,Colonia ARTEAGA CENTRO,ARTEAGA,COAHUILA,Arteaga,25350
IAL2G2018411,"INGENIO ADOLFO LOPEZ MATEOS S. A. DE C. V.,INGENIO ADOLFO LOPEZ MATEOS, S. A. DE C. V.",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,ELABORACIÓN Y COMERCIALIZACIÓN DE AZÚCAR REFINADO DE CAÑA Y MIELES INCRISTALIZABLES,,801474.3826,1998329.963,"18°3'9""",18,3,9,18.0525,"96°9'8""",96,9,8,-96.15222222,Carretera  FEDERAL TUXTEPEC - OAXACA,KM 7 , ,Colonia SAN ANTONIO EL ENCINAL,SAN JUAN BAUTISTA TUXTEPEC,OAXACA,San Juan Bautista Tuxtepec,68330
IAL5I1901811,"INDUSTRIA DEL ALCALI SA DE CV,INDUSTRIA DEL ÁLCALI, S. A. DE C. V. ",325999,Fabricación de otros productos químicos,Quimica,"Produccion de acidos, bases y sales inorganicas",FABRICACIÓN - VENTA DE PRODUCTOS QUÍMICOS BÁSICOS INORGÁNICOS,"de Garcia, N.L.",341726.4007,2853137.598,"25°47'16""",25,47,16,25.78777778,"100°34'42""",100,34,42,-100.5783333,Carretera  A GARCIA KM. 9,S/N ,S/N ,,GARCIA,NUEVO LEON,Garcia,66000
IAP1W2111011,"Investigación Aplicada, S.A. de C.V.,Planta de Producción Biológicos",325412,Fabricación de preparaciones farmacéuticas,Quimica,Produccion de farmaceuticos y medicamentos,Fabricación de preparaciones farmacéuticas,,665703.1399,2084785.012,"18°50'54""",18,50,54,18.84833333,"97°25'37""",97,25,37,-97.42694444,Calle KM 212 AUTOPISTA MEXICO-VERACRUZ,SN , ,Pueblo PALMAR DE BRAVO,CUESTA BLANCA,PUEBLA,Palmar de Bravo,75510
IAP2G2403611,"Ingenio Alianza Popular, S.A. de C.V.,",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,Elaboración y refinación de azúcar de caña,,458205.1806,2427933.413,"21°57'19""",21,57,19,21.95527778,"99°24'17""",99,24,17,-99.40472222,Calle Av 20 de Noviembre,1,1,Ejido Tambaca,TAMBACA,SAN LUIS POTOSI,Tamasopo,79730
IAS3020800003,"INDUSTRIAL AZUCARERA SAN CRISTOBAL S.A. DE C.V.,",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,PRODUCCION DE AZUCAR ,,210212.26,2033387.116,"18°22'14""",18,22,14,18.37055556,"95°44'32""",95,44,32,-95.74222222,Calle NICOLAS BRAVO,5, ,Pueblo CARLOS A CARRILO,CARLOS A. CARRILLO,VERACRUZ,Carlos A. Carrillo,95330
IAW9A1100711,"Industrias Acros Whirlpool S. de R.L. de C.V.,",335220,Fabricación de aparatos de línea blanca,Quimica,Galvanoplastia,"Fabricación de estufas, refrigeradores y lavadoras",PREDIO LA PROVIDENCIA,305557.7608,2270175.371,"20°31'13""",20,31,13,20.52027778,"100°51'53""",100,51,53,-100.8647222,"Carretera CARR. PANAMERICANA CELAYA, GUANAJUATO",KM. 280 , ,,CELAYA,GUANAJUATO,Celaya,38020
IAZ2G3007311,"COMPAÑÍA INDUSTRIAL AZUCARERA S.A. DE C.V.,",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,ELABORACIÓN DE AZÚCAR ,,268674.0406,2009267.124,"18°9'36""",18,9,36,18.16,"95°11'12""",95,11,12,-95.18666667,Calle  PRINCIPAL,S/N , ,Colonia JUAN DIAZ COVARRUBIAS CENTRO,JUAN DIAZ COVARRUBIAS,VERACRUZ,Hueyapan de Ocampo,95850
ICAAI3008511,"INGENIO EL CARMEN, S.A. DE C.V.,INGENIO EL CARMEN S.A. DE C.V.",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,ELABORACIÓN DE AZÚCAR REFINADA,,707993.6857,2087975.745,"18°52'24""",18,52,24,18.87333333,"97°1'32""",97,1,32,-97.02555556,Boulevard  HERMANOS PERDOMO GONZALEZ S/N, 0 0,0 0,Colonia CUAUTLALPAN,CUAUTLAPAN,VERACRUZ,Ixtaczoquitlan,94454
ICAUA1901811,"INDUSTRIALIZADORA DE CALIZA SA DE CV,INCASA",212311,Minería de piedra caliza,Metalurgica (incluye la siderurgica),Extraccion y/o beneficio de minerales no metalicos,EXPLOTACIÓN Y PROCESAMIENTO DE PIEDRA CALIZA,GARCIA,349887.869,2849538.578,"25°45'22""",25,45,22,25.75611111,"100°29'48""",100,29,48,-100.4966667,Eje Vial LIBRAMIENTO NORESTE KM 9,S/N , ,,GARCIA,NUEVO LEON,Garcia,66000
ICA7P0901111,"INDUSTRIAS CAR S.A. DE C.V.,INDUSTRIAS CAR",332720,"Fabricación de tornillos, tuercas, remaches y similares",Metalurgica (incluye la siderurgica),Laminacion de cobre y sus aleaciones,LAMINACIÓN DE COBRE Y SUS ALEACIONES,,495803.9833,2134509.923,"19°18'15""",19,18,15,19.30416667,"99°2'23""",99,2,23,-99.03972222,Calle FF.CC. SAN RAFEL ATLIXCO,3442, ,Colonia ZAPOTITLAN,TLAHUAC,DISTRITO FEDERAL,Tlahuac,13300
ICE6T0801911,"Internacional de Ceramica S.A.B. de C.V.,Internacional de Cerámica S.A.B. de C.V. Planta 1",327122,Fabricación de azulejos y losetas no refractarias,Cemento y Cal,Produccion de articulos ceramicos no estructurales,Fabricación de loseta esmaltada.,,390357.469,3261089.27,"29°28'28""",29,28,28,29.47444444,"106°7'51""",106,7,51,-106.1308333,Avenida AV. CARLOS PACHECO,7200, ,Colonia MADERA 65 (SECTOR 26),CHIHUAHUA,CHIHUAHUA,Chihuahua,31060
ICE6T0801912,"Internacional de Céramica, S.A.B. de C.V.,Internacional de Cerámica S.A.B. de C.V. Planta 5 y 7",327122,Fabricación de azulejos y losetas no refractarias,Cemento y Cal,Produccion de articulos ceramicos no estructurales,Fabricación de loseta esmaltada,COMPLEJO INDUSTRIAL CHIHUAHUA,392044.603,3177320.151,"28°43'7""",28,43,7,28.71861111,"106°6'19""",106,6,19,-106.1052778,Avenida ALEJANDRO DUMAS Y ESPUELA DE FERROC,S/N , ,,CHIHUAHUA,CHIHUAHUA,Chihuahua,31136
ICE6T0801913,"Internacional de Ceramica, S.A.B. de C.V.,Internacional de Cerámica S.A.B. de C.V. Planta 8 y 9",327122,Fabricación de azulejos y losetas no refractarias,Cemento y Cal,Produccion de articulos ceramicos no estructurales,Fabricación de loseta esmaltada,COMPLEJO INDUSTRIAL CHIHUAHUA,392001.5706,3177600.452,"28°43'16""",28,43,16,28.72111111,"106°6'20""",106,6,20,-106.1055556,Avenida AV. ALEJANDRO DUMAS Y ESPUELA DE FERROCARRIL,S/N , ,,CHIHUAHUA,CHIHUAHUA,Chihuahua,31136
ICI0900500394,"IDI COMPOSITES INTERNATIONAL MEXICO S. DE R.L. DE C.V.,IDI COMPOSITES INTERNATIONAL MEXICO",326198,Fabricación de otros productos de plástico con reforzamiento,Articulos y productos plasticos,Fabricacion de productos y articulos de plastico,FABRICACIÓN Y COMERCIALIZACIÓN DE COMPUESTOS PLÁSTICOS MOLDEABLES TERMOFIJOS,,483821.1546,2157407.779,"19°30'40""",19,30,40,19.51111111,"99°9'15""",99,9,15,-99.15416667,Calle JUPITER,11, ,Colonia NUEVA INDUSTRIAL VALLEJO,GUSTAVO A. MADERO,DISTRITO FEDERAL,Gustavo A. Madero,7700
ICM1903800006,"Industrias Citrícolas de Montemorelos S.A. de C.V.,Industrias Citrícolas de Montemorelos, SA de CV",311411,Congelación de frutas y verduras,Alimenticio y/o de consumo humano,Congelacion de productos alimenticios,Envasado de fruta en estado natural,,418565.8568,2787031.517,"25°11'50""",25,11,50,25.19722222,"99°48'29""",99,48,29,-99.80805556,Carretera  A General Terán Km. 1,SN ,SN ,Colonia JOSE MARIA PARAS,MONTEMORELOS,NUEVO LEON,Montemorelos,67588
ICM301509911,"INAMEX DE CERVEZA Y MALTA, S.A DE C.V.,",333999,Fabricación de otra maquinaria y equipo para la industria en general,Articulos y productos metalicos,"Produccion de maquinaria, equipos, aparatos, partes y/o sus piezas",FABRICAC E INSTALAC DE EQUIPO PARTES PARA MAQUINARIA Y BIENES DE CAPITAL PARA LA INDUSTRIA,,510137.4062,2150262.764,"19°26'48""",19,26,48,19.44666667,"98°54'12""",98,54,12,-98.90333333,Carretera  LOS REYES TEXCOCO KM. 13.3,13.3, ,Colonia SANTIAGO CUAUTLALPAN,VILLA SANTIAGO CUAUTLALPAN,MEXICO,Texcoco,56250
ICR0502700066,"IBERDROLA COGENERACION RAMOS SA DE CV,Iberdrola Planta Cogeneración Ramos PCR",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,Generación energía eléctrica y vapor,,310666.6622,2831872.844,"25°35'32""",25,35,32,25.59222222,"100°53'6""",100,53,6,-100.885,Carretera MONTERREY SALTILLO,KM 21.4 , ,Colonia RAMOS ARIZPE CENTRO,RAMOS ARIZPE,COAHUILA,Ramos Arizpe,25900
ICR5L1610211,"INDUSTRIAL Y COMERCIAL RESINERA S.A.,INDUSTRIAL Y COMERCIAL RESINERA",325999,Fabricación de otros productos químicos,Quimica,Produccion de aguarras y brea,PRODUCCIÓN DE AGUARRÁS Y BREA,,809779.6048,2149387.557,"19°24'53""",19,24,53,19.41472222,"102°3'1""",102,3,1,-102.0502778,Calle F.F.C.C. CALTZONZIN - URUAPAN,KM 4.25 , ,Colonia EDUARDO RUIZ,URUAPAN,MICHOACAN,Uruapan,60130
ICSBJ0502011,"INDUSTRIAL DE CARBON SIGNUM, SAPI DE CV,SIGNUM",213119,Otros servicios relacionados con la minería,Metalurgica (incluye la siderurgica),Extraccion y/o beneficio de minerales no metalicos,EXTRACCION DE CARBON MINERAL,,265996.6424,3070068.25,"27°44'4""",27,44,4,27.73444444,"101°22'25""",101,22,25,-101.3736111,Calle EJIDO LA MOTA, SN, ,Colonia LA MOTA,LAS ESPERANZAS,COAHUILA,Muzquiz,26366
IDA9M1403911,"INDUSTRIA DISE¿ADORA DE AUTOPARTES S.A. DE C.V.,INDUSTRIA DISEÑADORA DE AUTOPARTES S.A. DE C.V.",332999,Fabricación de otros productos metálicos,Metalurgica (incluye la siderurgica),Fundicion  y moldeo de piezas de hierro y acero,FABRICACION DE ACCESORIOS AUTOMOTRICES,,669744.4119,2282948.243,"20°38'17""",20,38,17,20.63805556,"103°22'14""",103,22,14,-103.3705556,Calle  2,2731, ,Colonia ZONA INDUSTRIAL,GUADALAJARA,JALISCO,Guadalajara,44940
IDC2401800005,"Citrofrut  S.A. de C.V.,Citrofrut S.A de C.V. Planta Huichihuayán",312111,Elaboración de refrescos y otras bebidas no alcohólicas,Bebidas y tabaco,Produccion de refrescos,Procesamiento de Cítiricos,,504289.7367,2374779.377,"21°28'31""",21,28,31,21.47527778,"98°57'30""",98,57,30,-98.95833333,Carretera  MEXICO-LAREDO,KM.316 , ,Ninguno ,HUEHUETLAN,SAN LUIS POTOSI,Huehuetlan,79890
IDC2501400020,"Citrofrut S.A. de C.V.,Citrofrut S.A de C.V. Planta El Rosario",312111,Elaboración de refrescos y otras bebidas no alcohólicas,Bebidas y tabaco,Produccion de refrescos,Elaboración de Jugos y Concentrados de Mango,,415964.4688,2534776.419,"22°55'8""",22,55,8,22.91888889,"105°49'10""",105,49,10,-105.8194444,Carretera INTERNACIONAL TRAMO ROSARIO-TEPIC,S/N ,S/N ,Colonia PONCE,EL ROSARIO,SINALOA,Rosario,82874
IDC3021100007,"Citrofrut S.A. de C.V.,Citrofrut S.A de C.V. Planta San Rafael",312111,Elaboración de refrescos y otras bebidas no alcohólicas,Bebidas y tabaco,Produccion de refrescos,"Proceso de cítricos y otras frutas. Elaboración de jugos concentrados, aceites y cáscara",,714918.0533,2229481.502,"20°9'2""",20,9,2,20.15055556,"96°56'37""",96,56,37,-96.94361111,Carretera PEROTE-NAUTLA,KM 120.5 , ,Ranchería La Pajarera,SAN RAFAEL,VERACRUZ,San Rafael,93625
IDELQ3003911,"Industrias Derivadas del Etileno S.A. de C.V.,Unidad Industrial Coatzacoalcos",325999,Fabricación de otros productos químicos,Quimica,Produccion de substancias quimicas a partir de mezclas ,Producción de Petroquimicos secundarios principalmente aminas y glicoles,COATZACOALCOS,354936.4897,2005191.836,"18°7'50""",18,7,50,18.13055556,"94°22'16""",94,22,16,-94.37111111,Boulevard KM. 4.2 DEL  A PETROQUIMICA MOR,SN , ,,COATZACOALCOS,VERACRUZ,Coatzacoalcos,96382
IDI5D2803211,"IMPRESORA DONNECO INTERNACIONAL, S. DE R.L. DE C.V.,",323111,"Impresión de libros, periódicos y revistas",Otros,"Edicion, Encuadernacion y/o impresion",IMPRESION Y ENCUADERNACION DE LIBROS Y SIMILARES,PARQUE INDUSTRIAL DEL NORTE,563219.1851,2881441.252,"26°3'2""",26,3,2,26.05055556,"98°22'4""",98,22,4,-98.36777778,Avenida AVE.IND.DEL NORTE,-- , ,,REYNOSA,TAMAULIPAS,Reynosa,88736
IDPBB1900911,"Ingeniería y Desarrollos Petrolíferos S. de R. L. de C. V.,Ingeniería y Desarrollos Petrolíferos S. de R.L. de C.V.",562111,Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos,Tratamiento de residuos peligrosos,Tratamiento fisico de residuos peligrosos,Reciclaje de aceite lubricante gastado para elaborar combustible alterno,,370695.5467,2840766.902,"25°40'44""",25,40,44,25.67888889,"100°17'18""",100,17,18,-100.2883333,Avenida Fundidora,501,LOCAL 082 ,Colonia Obrera,MONTERREY,NUEVO LEON,Monterrey,64010
IEA2800300089,"IBERDROLA ENERGIA ALTAMIRA S.A. DE C.V.,",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACIÓN DE ENERGÍA ELÉCTRICA,ALTAMIRA CENTRO,615110.9604,2486294.813,"22°28'44""",22,28,44,22.47888889,"97°52'51""",97,52,51,-97.88083333,Boulevard Blvd. de los Ríos,Km. 10.3 ,NA ,,ALTAMIRA,TAMAULIPAS,Altamira,89600
IEB0200100521,"IBERDROLA ENERGIA BAJA CALIFORNIA SA DE CV,CC  BAJA CALIFORNIA III",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACION DE ENERGIA ELECTRICA,COSTA AZUL,517422.5317,3538556.623,"31°58'58""",31,58,58,31.98277778,"116°48'56""",116,48,56,-116.8155556,Carretera tijuana-ensenada,km 80 , ,,ENSENADA,BAJA CALIFORNIA,Ensenada,22793
IEGAD2800311,"IBERDROLA ENERGIA DEL GOLFO SA DE CV,",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACIÓN DE ENERGÍA ELECTRICA,CORREDOR INDUSTRIAL PUERTO ALTAMIRA,612678.4749,2486729.801,"22°28'59""",22,28,59,22.48305556,"97°54'16""",97,54,16,-97.90444444,Boulevard DE LOS RÍOS ,KM 11.17 , ,,ALTAMIRA,TAMAULIPAS,Altamira,89600
IELAD1000711,"Iberdrola Energía La Laguna S.A. de C. V.,Central Ciclo Combinado la Laguna II",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,Generación de energía eléctrica,,653817.7186,2832534.633,"25°36'8""",25,36,8,25.60222222,"103°28'5""",103,28,5,-103.4680556,Calle CIRCUITO INDUSTRIAL DURANGO,NO.4300 , ,Colonia EX EJIDO CUBA,GOMEZ PALACIO,DURANGO,Gomez Palacio,35140
IEMAD1904111,"IBERDROLA ENERGIA MONTERREY, S.A. DE C.V.,CENTRAL DE CICLO COMBINADO DULCES NOMBRES",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACIÓN DE ENERGÍA ELECTRICA,,389927.0056,2844301.82,"25°42'44""",25,42,44,25.71222222,"100°5'49""",100,5,49,-100.0969444,Calle CARR. MONTERREY DULCES NOMBRES,KM. 12.5 , ,Pueblo PESQUERIA,PESQUERIA,NUEVO LEON,Pesqueria,66650
IEQ1503300013,"INDUSTRIAL DE ESPECIALIDADES QUÍMICAS, S. A. DE C. V. ,NA",324191,Fabricación de aceites y grasas lubricantes,Quimica,"Produccion de grasas, aceites lubricantes y aditivos",Fabricación de aceites lubricantes y aditivos,,493225.1797,2159985.951,"19°32'4""",19,32,4,19.53444444,"99°3'52""",99,3,52,-99.06444444,Calle PLASTICOS,25, ,Colonia SANTA CLARA,ECATEPEC DE MORELOS,MEXICO,Ecatepec de Morelos,55540
IETQS2403711,"IBERDROLA ENERGIA TAMAZUNCHALE S.A. DE C.V.,Iberdrola Energía Tamazunchale S. A. de C. V.",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,Generación de Energía Eléctrica,,525127.8155,2355890.5,"21°18'16""",21,18,16,21.30444444,"98°45'27""",98,45,27,-98.7575,"Calle PREDIO EL CLÉRIGO, ENTRE TEPETATE Y CUIXCUATITLA",S/N , ,Ciudad Tamazunchale,TAMAZUNCHALE,SAN LUIS POTOSI,Tamazunchale,79960
IFA5I1904611,"ICL FOSFATOS Y ADITIVOS MEXICO S.A. DE C.V.,",325180,Fabricación de otros productos químicos básicos inorgánicos,Quimica,"Produccion de acidos, bases y sales inorganicas",PRODUCCIÓN DE OTROS PRODUCTOS QUÍMICOS BÁSICOS INORGÁNICOS,,370944.3464,2845467.348,"25°43'17""",25,43,17,25.72138889,"100°17'11""",100,17,11,-100.2863889,Avenida VIA A MATAMOROS,1503, ,Fraccionamiento INDUSTRIAL NOGALAR,SAN NICOLAS DE LOS GARZA,NUEVO LEON,San Nicolas de los Garza,66484
IFA5W1605311,"INDUSTRIAL LA FAMA SA DE CV,",325610,"Fabricación de jabones, limpiadores y dentífricos",Quimica,Produccion de jabones y detergentes,Fabricación de jabones y productos de limpieza,CIUDAD INDUSTRIAL MORELIA,275202.3455,2182867.162,"19°43'42""",19,43,42,19.72833333,"101°8'41""",101,8,41,-101.1447222,Calle ORIENTE 4,146, ,,MORELIA,MICHOACAN,Morelia,58200
IFA8B2803211,"Industria Fabricadora de Aluminio, S. de R.L de C.V.,",332999,Fabricación de otros productos metálicos,Articulos y productos metalicos,Fabricacion de articulos y productos metalicos,ENSAMBLE DE REJILLAS DE ALUMINIO Y ACERO PARA DUCTOS DE AIRE ACONDICIONADO,PARQUE INDUSTRIAL DEL NORTE,563264.6435,2881203.848,"26°2'54""",26,2,54,26.04833333,"98°22'3""",98,22,3,-98.3675,Calle AVE. INDUSTRIAL DEL NORTE,L. 10 , ,,REYNOSA,TAMAULIPAS,Reynosa,88747
IFLB02800321,"CIA Internacional de Fletamentos S.A. de C.V.,",484232,Autotransporte foráneo de materiales y residuos peligrosos,Otros,Transporte de materiales peligrosos,Transporte de carga  general y materiales peligrosos,,607193.4898,2500771.257,"22°36'37""",22,36,37,22.61027778,"97°57'25""",97,57,25,-97.95694444,Calle GOLFO DE B. CALIFORNIA NTE. ,KM. 0+480 , ,Puerto PUERTO DE ALTAMIRA,ALTAMIRA,TAMAULIPAS,Altamira,89600
IFM3003903914,"Innophos Fosfatados de México, S. de R. L. de C. V.,",325999,Fabricación de otros productos químicos,Quimica,"Produccion de acidos, bases y sales inorganicas",Elaboración de Acido Fosfórico y Sales de Fosfato,,352411.9015,2003728.984,"18°7'2""",18,7,2,18.11722222,"94°23'41""",94,23,41,-94.39472222,Corredor COMPLEJO INDUSTRIAL PAJARITOS,SN , ,Ninguno COATZACOALCOS CENTRO,COATZACOALCOS,VERACRUZ,Coatzacoalcos,96380
IF&1510400306,"INTERNATIONAL FLAVORS & FRAGRANCES S.de R.L. de C.V.,IFF",325999,Fabricación de otros productos químicos,Quimica,Produccion de aceites esenciales,PRODUCCIÓN DE ACEITES ESENCIALES ,CENTRO INDUSTRIAL TLALNEPANTLA,478653.7863,2161701.346,"19°33'0""",19,33,0,19.55,"99°12'12""",99,12,12,-99.20333333,Avenida San Nicolas,5, ,,TLALNEPANTLA,MEXICO,Tlalnepantla de Baz,54030
IGO2M2700411,"INMUEBLES DEL GOLFO, S. DE R.L. DE C.V.,",312111,Elaboración de refrescos y otras bebidas no alcohólicas,Bebidas y tabaco,Produccion de refrescos,produccion de refrescos,,503200.4583,1985695.532,"17°57'33""",17,57,33,17.95916667,"92°58'11""",92,58,11,-92.96972222,Calle CARRETERA LUISS GIL PEREZ,KM 1.5 NA,NA NA,Ranchería IXTACOMITAN 1A SECCION,VILLAHERMOSA,TABASCO,Centro,86143
IGO2022700002,"INMUEBLES DEL GOLFO, S. DE R.L. DE C.V.,BODEGA",431211,Comercio al por mayor de bebidas no alcohólicas y hielo,Alimenticio y/o de consumo humano,Produccion de refrescos,DISTRIBUIDORA DE REFRESCOS EMBOTELLADOS Y AGUAS,,736299.6959,1897332.228,"17°8'54""",17,8,54,17.14833333,"96°46'43""",96,46,43,-96.77861111,Carretera FEDERAL 190,KM 243 , ,Pueblo SAN LORENZO CACAOTEPEC,SANTIAGO ETLA,OAXACA,San Lorenzo Cacaotepec,68263
IHC2300500244,"INMOBILIARIA EN HOTELERÍA CANCÙN SANTA FE, S. DE R. L. DE C. V.,KRYSTAL GRAND PUNTA CANCÚN",721111,Hoteles con otros servicios integrados,Otros,Servicios de Hotel,HOTELERÍA,,526725.3669,2337102.571,"21°8'5""",21,8,5,21.13472222,"86°44'33""",86,44,33,-86.7425,Boulevard KUKULCAN KM 8.5,MZ 51 ,LT 8 ,Ciudad ZONA HOTELERA,CANCUN,QUINTANA ROO,Benito Juarez,77500
IHE742108511,"INDUSTRIAL HERSAN SA DE CV,INDUSTRIAL HERSAN",327410,Fabricación de cal,Cemento y Cal,Produccion de cal,FABRICACIÓN DE CAL,,555568.0797,2054861.365,"18°35'1""",18,35,1,18.58361111,"98°28'24""",98,28,24,-98.47333333,"Calle KM. 1, CARR. CUAUTLA-IZUCAR DE MATAMOROS",S/N , ,Colonia RANCHO JUANITOS,IZUCAR DE MATAMOROS,PUEBLA,Izucar de Matamoros,74573
IHE9M2603011,"IACNA HERMOSILLO S. DE R.L. DE C.V,IACNA Hermosillo S de RL de CV",336390,Fabricación de otras partes para vehículos automotrices,Automotriz,Produccion de otras auto partes,Fabricación de otras partes y accesorios para automóviles,,508854.8835,3208080.801,"29°0'2""",29,0,2,29.00055556,"110°54'32""",110,54,32,-110.9088889,Calle BLVD. HENRY FORD,33, ,Colonia PARQUE INDUSTRIAL,HERMOSILLO,SONORA,Hermosillo,83299
IHG6D1301011,"Industrias de Hule Galgo, S.A. de C.V.,Industrias de Hule Galgo S.A de C.V.",326290,Fabricación de otros productos de hule,Automotriz,Produccion de llantas y camaras nuevas,Fabricación de Artículos de Hule para la Renovación de Llantas,TULA,472456.3908,2217398.02,"20°3'11""",20,3,11,20.05305556,"99°15'48""",99,15,48,-99.26333333,Calle MANUEL F. SOTO,MZ.2 L.6A ,"10,19 ",,ATITALAQUIA,HIDALGO,Atitalaquia,42970
IHS2G3020511,"INGENIO EL HIGO SA DE CV,",311311,Elaboración de azúcar de caña,Alimenticio y/o de consumo humano,Ingenios azucareros,ELABORACION DE AZUCAR ESTANDAR,,556355.4969,2407935.171,"21°46'27""",21,46,27,21.77416667,"98°27'17""",98,27,17,-98.45472222,Calle RIBERA,39, ,Colonia CENTRO,EL HIGO,VERACRUZ,El Higo,92401
